UID wynajmu,Numer roweru,Data wynajmu,Data zwrotu,Stacja wynajmu,Stacja zwrotu,Czas trwania
112513317,650805,2021-03-04 01:03:59,2021-03-04 01:13:36,Tyrmanda / Trawowa,Rogowska/Sukielicka,10
112513348,57610,2021-03-04 01:10:51,2021-03-04 01:16:38,Nowowiejska / Górnickiego,Poniatowskiego / Oleœnicka,6
112513351,650822,2021-03-04 01:11:24,2021-03-04 01:19:58,Koœciuszki / Pu³askiego,Plac Dominikañski (Galeria Dominikañska),9
112513365,650390,2021-03-04 01:15:00,2021-03-04 01:25:11,Œrubowa / Strzegomska,Wita Stwosza / Szewska,11
112513369,650546,2021-03-04 01:15:23,2021-03-04 01:25:20,Œrubowa / Strzegomska,Wita Stwosza / Szewska,10
112513398,57668,2021-03-04 01:21:55,2021-03-04 01:28:06,Hubska / Prudnicka,"Dworzec G³ówny, po³udnie",7
112513416,650546,2021-03-04 01:25:57,2021-03-04 01:30:28,Wita Stwosza / Szewska,Plac Dominikañski (Galeria Dominikañska),5
112513407,650939,2021-03-04 01:24:28,2021-03-04 01:31:09,Mickiewicza / pêtla tramwajowa,Marca Polo (Olimpia Port),7
112513190,651159,2021-03-04 00:39:00,2021-03-04 01:33:04,Poza stacj¹,Drobnera / Plac Bema,55
112513187,650710,2021-03-04 00:38:45,2021-03-04 01:33:13,Poza stacj¹,Drobnera / Plac Bema,55
112513418,650390,2021-03-04 01:26:10,2021-03-04 01:41:37,Wita Stwosza / Szewska,Plac Œwiêtego Macieja / Trzebnicka,16
112513459,57539,2021-03-04 01:43:28,2021-03-04 01:45:25,Krakowska / Leroy Merlin,Krakowska / Leroy Merlin,2
112513448,651161,2021-03-04 01:39:57,2021-03-04 01:46:15,Nyska / Piêkna,Gliniana / Gajowa,7
112513431,650546,2021-03-04 01:32:05,2021-03-04 01:47:02,Plac Dominikañski (Galeria Dominikañska),Œrubowa / Strzegomska,15
112513453,57509,2021-03-04 01:41:07,2021-03-04 01:53:57,Poza stacj¹,Krzywoustego - Rynek Psie Pole,13
112513477,651285,2021-03-04 01:48:48,2021-03-04 02:00:57,Œlê¿na / Kamienna (Uniw. Ekonomiczny),Poza stacj¹,13
112513543,57243,2021-03-04 02:08:17,2021-03-04 02:11:22,Poza stacj¹,Hubska / Prudnicka,4
112513504,57509,2021-03-04 01:57:32,2021-03-04 02:11:53,Krzywoustego - Rynek Psie Pole,Zatorska / Królewska - pêtla MPK,15
112513506,57036,2021-03-04 01:57:52,2021-03-04 02:12:13,Poza stacj¹,Gorlicka / Litewska,15
112513547,650962,2021-03-04 02:10:32,2021-03-04 02:15:23,Gliniana / Gajowa,Nyska / Piêkna,5
112513557,650113,2021-03-04 02:13:20,2021-03-04 02:21:36,Plac Dominikañski (Galeria Dominikañska),Nowowiejska / Jednoœci Narodowej,9
112513595,650148,2021-03-04 02:23:07,2021-03-04 02:25:12,Kamienna / Borowska (Aquapark),Kamienna / Borowska (Aquapark),3
112513588,650175,2021-03-04 02:21:22,2021-03-04 02:26:37,Fosa Miejska ,Zaporoska / Grabiszyñska,6
112513552,650324,2021-03-04 02:12:05,2021-03-04 02:31:33,Kraszewskiego / Trzebnicka,Kraszewskiego / Trzebnicka,20
112513561,650824,2021-03-04 02:14:05,2021-03-04 02:31:42,M³odych Techników,Kraszewskiego / Trzebnicka,18
112513602,650020,2021-03-04 02:26:29,2021-03-04 02:32:44,Wita Stwosza / Szewska,Drobnera / Plac Bema,7
112513620,57632,2021-03-04 02:32:13,2021-03-04 02:36:34,Kraszewskiego / Trzebnicka,Plac Staszica,5
112513647,57713,2021-03-04 02:41:15,2021-03-04 02:51:41,Wilanowska,Krzywoustego - Rynek Psie Pole,11
112513692,651091,2021-03-04 02:56:33,2021-03-04 03:00:34,Krzywoustego - Rynek Psie Pole,Gorlicka / Litewska,5
112513688,650052,2021-03-04 02:55:54,2021-03-04 03:07:26,Aleja Hallera / Mielecka,Fosa Miejska ,12
112513607,57907,2021-03-04 02:28:09,2021-03-04 03:15:37,Koœciuszki / Pu³askiego,Legnicka (Park Magnolia),48
112513724,57838,2021-03-04 03:07:35,2021-03-04 03:20:10,Aleja Hallera / Mielecka,Powstañców Œl¹skich (Arkady Wroc³awskie),13
112513759,57993,2021-03-04 03:21:19,2021-03-04 03:28:33,Powstañców Œl¹skich (Arkady Wroc³awskie),Rynek,8
112513739,650586,2021-03-04 03:14:27,2021-03-04 03:29:25,Œlê¿na / Kamienna (Uniw. Ekonomiczny),"Grochowa / Jemio³owa,",15
112513762,651032,2021-03-04 03:21:39,2021-03-04 03:33:54,Koœciuszki / Komuny Paryskiej / Zgodna,Œlê¿na / Kamienna (Uniw. Ekonomiczny),13
112513765,650924,2021-03-04 03:22:25,2021-03-04 03:34:20,Aleja Hallera / Mielecka,Kamienna / Borowska (Aquapark),12
112513808,650699,2021-03-04 03:32:26,2021-03-04 03:40:37,Jednoœci Narodowej / Wyszyñskiego,Reymonta / Kleczkowska,9
112513749,57460,2021-03-04 03:18:35,2021-03-04 03:41:15,Aleja Kromera,Tarnogajska / Klimasa,23
112513793,650537,2021-03-04 03:28:58,2021-03-04 03:44:17,Rynek,Obornicka / Ba³tycka,16
112513832,57597,2021-03-04 03:42:50,2021-03-04 03:47:21,Trymanda / Miñska,Graniczna / Strzegomska,5
112513790,650088,2021-03-04 03:28:22,2021-03-04 03:48:41,Kozanowska / Pilczycka,"Paprotna / Obornicka, zajezdnia MPK",21
112513823,57314,2021-03-04 03:39:52,2021-03-04 03:49:12,Koœciuszki / Pu³askiego,Œlê¿na / Kamienna (Uniw. Ekonomiczny),10
112513845,650737,2021-03-04 03:48:18,2021-03-04 03:49:34,Graniczna / Strzegomska,Graniczna / Strzegomska,2
112513850,650298,2021-03-04 03:49:58,2021-03-04 03:50:55,Graniczna / Strzegomska,Graniczna / Strzegomska,1
112513815,651376,2021-03-04 03:37:00,2021-03-04 03:52:55,Plac Grunwaldzki (DS O³ówek),Komandorska / Sanocka,16
112513877,57578,2021-03-04 03:57:01,2021-03-04 04:06:28,Szczêœliwa (Sky Tower),Powstañców Œl¹skich/Orla,10
112513820,651156,2021-03-04 03:39:25,2021-03-04 04:06:48,Lotnicza / Metalowców,"Paprotna / Obornicka, zajezdnia MPK",28
112513854,58000,2021-03-04 03:51:50,2021-03-04 04:08:13,Wita Stwosza / Szewska,Aleja Kromera,17
112513786,57909,2021-03-04 03:27:57,2021-03-04 04:08:51,Plac Dominikañski (Galeria Dominikañska),Czekoladowa / Wa³brzyska,41
112513891,650083,2021-03-04 04:04:18,2021-03-04 04:08:58,Bezpieczna / Obornicka,"Paprotna / Obornicka, zajezdnia MPK",5
112513902,650699,2021-03-04 04:07:41,2021-03-04 04:10:38,Reymonta / Kleczkowska,pl. Powstañców Wielkopolskich,3
112513794,651243,2021-03-04 03:29:26,2021-03-04 04:11:27,Koœciuszki / Pu³askiego,Plac Dominikañski (Galeria Dominikañska),43
112513898,650403,2021-03-04 04:06:13,2021-03-04 04:13:38,Promenady Wroc³awskie,Sienkiewicza / Wyszyñskiego,8
112513796,650566,2021-03-04 03:29:38,2021-03-04 04:17:46,Koœciuszki / Pu³askiego,£ukasiewicza / Smoluchowskiego (PWr),49
112513852,57706,2021-03-04 03:51:08,2021-03-04 04:27:41,Graniczna / Strzegomska,Trymanda / Miñska,37
112513949,650467,2021-03-04 04:29:52,2021-03-04 04:31:57,Szczêœliwa (Sky Tower),Zaporoska / Gajowicka,3
112513943,650907,2021-03-04 04:26:54,2021-03-04 04:39:44,Powstañcow Œl¹skich / Aleja Hallera,¯elazna / Pereca,13
112513964,651272,2021-03-04 04:35:55,2021-03-04 04:43:21,Drobnera / Plac Bema,Rondo Reagana,8
112513939,57691,2021-03-04 04:21:54,2021-03-04 04:46:39,Piaskowa / œw. Ducha,Grabiszyñska / Magazynierska (Corte Verona),25
112513972,650064,2021-03-04 04:40:48,2021-03-04 04:49:11,Zwyciêska / O³taszyñska,PrzyjaŸni / Karkonoska,9
112513995,650858,2021-03-04 04:47:17,2021-03-04 04:50:42,.RELOKACYJNA,Opolska / pêtla tramwajowa,4
112513985,650148,2021-03-04 04:45:15,2021-03-04 04:51:33,Kamienna / Borowska (Aquapark),al. Armii Krajowej / Borowska,7
112514001,57815,2021-03-04 04:50:07,2021-03-04 04:53:36,Dyrekcyjna / Borowska (Wroclavia),Gliniana / Gajowa,4
112514013,57539,2021-03-04 04:56:50,2021-03-04 04:58:54,Koœciuszki / Komuny Paryskiej / Zgodna,Koœciuszki / Komuny Paryskiej / Zgodna,3
112514014,651375,2021-03-04 04:57:04,2021-03-04 05:03:16,Dyrekcyjna / Borowska (Wroclavia),Koœciuszki / Komuny Paryskiej / Zgodna,7
112514008,650740,2021-03-04 04:54:29,2021-03-04 05:05:26,Czekoladowa / Wa³brzyska,Aleja Bielany,11
112514006,57684,2021-03-04 04:53:57,2021-03-04 05:05:30,Czekoladowa / Wa³brzyska,Aleja Bielany,12
112514016,650431,2021-03-04 04:57:57,2021-03-04 05:07:21,Kamienna / Tomaszowska,Powstañcow Œl¹skich / Aleja Hallera,10
112514005,650855,2021-03-04 04:51:57,2021-03-04 05:08:26,M³odych Techników,"Dworzec G³ówny, po³udnie",17
112514034,650943,2021-03-04 05:03:14,2021-03-04 05:10:53,Œwieradowska / Krynicka,Œlê¿na / Aleja Wiœniowa,8
112514032,650223,2021-03-04 05:02:48,2021-03-04 05:10:56,Lotnicza / Metalowców,Kozanowska/Pa³ucka,9
112514038,651303,2021-03-04 05:04:40,2021-03-04 05:11:33,Plac Jana Paw³a II (Akademia Muzyczna),Powstañców Œl¹skich (Arkady Wroc³awskie),7
112514011,57255,2021-03-04 04:55:45,2021-03-04 05:11:47,Rakowiecka,Sienkiewicza / Wyszyñskiego,17
112514020,650508,2021-03-04 04:58:47,2021-03-04 05:12:47,Grabiszyñska / Aleja Hallera,Strzegomska / Estoñska,14
112514024,650345,2021-03-04 05:00:36,2021-03-04 05:13:16,Rondo Reagana,Plac Dominikañski (Galeria Dominikañska),13
112514057,651112,2021-03-04 05:08:47,2021-03-04 05:13:52,Poza stacj¹,Plac Legionów,6
112514054,650360,2021-03-04 05:08:21,2021-03-04 05:14:55,Wojanowska / Arbuzowa ,Boguszowska / Kosmonautów,7
112514083,650245,2021-03-04 05:19:02,2021-03-04 05:21:07,Traugutta / Koœciuszki,Traugutta / Koœciuszki,3
112514090,650802,2021-03-04 05:20:28,2021-03-04 05:25:11,Zwyciêska / Agrestowa,al. Karkonoska / JeŸdziecka,5
112514067,650175,2021-03-04 05:12:41,2021-03-04 05:25:19,Zaporoska / Grabiszyñska,Œlê¿na / Kamienna (Uniw. Ekonomiczny),13
112514066,650902,2021-03-04 05:12:07,2021-03-04 05:25:26,Plac Uniwersytecki (UWr),Komandorska / Sanocka,14
112514099,57873,2021-03-04 05:21:26,2021-03-04 05:26:46,Drobnera / Plac Bema,Plac Staszica,6
112514124,57842,2021-03-04 05:26:12,2021-03-04 05:28:23,Aleja Kromera,Aleja Kromera,3
112514088,650629,2021-03-04 05:20:06,2021-03-04 05:30:11,Koœciuszki / Pu³askiego,Œlê¿na / Kamienna (Uniw. Ekonomiczny),11
112514137,650182,2021-03-04 05:28:52,2021-03-04 05:31:04,Plac Œwiêtego Macieja / Trzebnicka,Poza stacj¹,3
112514145,651020,2021-03-04 05:29:47,2021-03-04 05:32:17,Poza stacj¹,Wojanowska / Arbuzowa ,3
112514144,650818,2021-03-04 05:29:39,2021-03-04 05:37:26,¯migrodzka / Broniewskiego,¯migrodzka / Marino,8
112514126,650687,2021-03-04 05:26:12,2021-03-04 05:38:29,Nyska / Piêkna,Kamienna / Borowska (Aquapark),13
112514169,57341,2021-03-04 05:35:38,2021-03-04 05:38:48,pl. Powstañców Wielkopolskich,Kraszewskiego / Trzebnicka,4
112514191,650681,2021-03-04 05:37:36,2021-03-04 05:39:58,Plac Œwiêtego Macieja / Trzebnicka,Poza stacj¹,3
112514172,57909,2021-03-04 05:36:07,2021-03-04 05:43:19,Czekoladowa / Wa³brzyska,Centrum Handlowe Auchan Bielany,8
112514189,57928,2021-03-04 05:37:31,2021-03-04 05:44:09,Koœciuszki / Komuny Paryskiej / Zgodna,Dworzec G³ówny ,7
112514179,57711,2021-03-04 05:36:49,2021-03-04 05:44:17,"Kosmonautów / Fieldorfa, szpital wojewódzki",Wojanowska / Arbuzowa ,8
112514197,650508,2021-03-04 05:39:53,2021-03-04 05:44:49,Strzegomska / Estoñska,Graniczna / Strzegomska,5
112514156,57065,2021-03-04 05:32:29,2021-03-04 05:47:01,Dworzec G³ówny ,Bardzka / Piêkna,15
112514200,650903,2021-03-04 05:40:36,2021-03-04 05:47:57,Strzegomska / Estoñska,Rogowska/Sukielicka,8
112514209,57575,2021-03-04 05:43:49,2021-03-04 05:48:18,Prochowicka / Dolnobrzeska,Leœnica - pêtla tramwajowa,5
112514211,57071,2021-03-04 05:43:54,2021-03-04 05:48:56,Plac Strzegomski / Poznañska,Poza stacj¹,6
112514202,57802,2021-03-04 05:42:07,2021-03-04 05:49:18,Legnicka / Zachodnia ,Fabryczna / Wagonowa,8
112514201,650391,2021-03-04 05:41:31,2021-03-04 05:49:29,Fabryczna / Wagonowa,Zachodnia / Poznañska,8
